age,tenure_years,num_policies,annual_premium,num_claims,claim_amount,policy_type,region,complaint_count,contacted_support,premium_increase_pct,satisfaction_score,years_since_last_claim,digital_engagement,churn
36,16,2,3896,4,2904,Life,West,0,0,22.47,5,4,1,0
54,17,1,1760,0,0,Health,West,3,0,13.27,2,1,1,1
56,15,3,2058,1,983,Health,East,1,1,11.32,3,9,1,0
47,3,2,515,0,0,Life,West,1,1,9.99,1,3,1,1
29,12,1,4105,2,3964,Auto,South,0,1,28.95,4,6,1,0
57,9,1,2107,4,7796,Life,West,2,0,23.16,4,1,0,1
69,12,2,4017,1,1266,Health,South,1,1,0.61,4,9,0,0
51,15,4,2516,1,2873,Auto,South,2,0,28.72,3,5,0,1
44,2,1,4074,2,4130,Health,South,3,0,23.26,5,4,0,1
63,18,3,2243,1,2597,Auto,North,0,0,4.48,3,2,0,0
65,12,3,4291,0,0,Home,West,0,0,2.29,3,4,1,0
35,4,1,4134,0,0,Life,East,1,0,9.25,4,9,0,0
35,16,1,1588,0,0,Auto,South,2,0,18.73,3,6,1,0
23,16,1,1861,1,1834,Life,East,0,1,18.5,2,2,1,0
58,1,2,3872,0,0,Health,South,0,0,8.28,3,7,1,0
26,2,1,4973,1,2243,Life,East,1,0,13.37,1,6,0,1
59,3,1,975,0,0,Life,North,0,0,6.36,3,3,1,0
66,17,2,1789,0,0,Health,South,0,1,1.52,4,4,1,0
62,1,2,828,0,0,Health,North,0,0,15.51,2,9,1,0
68,6,1,4544,0,0,Home,North,0,0,10.41,4,3,1,0
35,15,2,2339,0,0,Auto,West,0,0,16.29,5,1,1,0
60,14,2,1686,1,1645,Home,East,3,1,28.4,3,8,0,1
46,15,2,3914,0,0,Health,South,1,0,4.3,2,0,0,0
41,14,3,4036,1,2439,Life,North,2,0,0.06,5,7,0,0
23,5,1,2273,2,4060,Health,East,1,0,2.31,4,3,1,0
60,6,3,2563,1,2941,Health,West,0,1,13.88,2,8,0,0
27,17,2,2344,0,0,Health,East,1,0,21.21,3,2,0,0
38,11,2,3058,1,754,Auto,East,2,1,17.42,4,6,1,1
46,16,2,1762,2,5268,Health,West,2,0,14.85,4,2,0,0
49,12,2,3791,1,880,Health,West,1,1,10.62,4,9,1,0
23,15,1,1518,3,5091,Life,West,0,0,9.3,4,6,1,0
56,4,2,2289,1,1831,Life,North,0,1,11.29,4,1,0,0
58,18,2,4024,0,0,Life,East,0,0,18.35,3,2,0,0
26,3,2,4004,1,646,Life,West,3,0,5.03,4,7,1,1
22,8,1,1306,1,1315,Auto,East,0,0,23.14,5,6,1,0
61,3,4,3166,1,977,Life,East,2,1,17.26,3,2,1,1
33,8,2,904,0,0,Auto,North,0,1,8.07,4,7,0,0
57,18,1,1093,0,0,Health,East,1,0,15.03,2,8,0,0
66,10,2,4449,1,1028,Life,North,0,1,28.88,3,1,0,1
44,17,3,4607,1,758,Auto,West,0,0,0.61,5,1,1,0
68,8,3,3780,0,0,Health,West,0,1,5.99,1,6,0,0
52,11,2,2712,0,0,Life,East,1,0,13.45,2,7,0,0
32,5,3,2042,0,0,Home,North,0,0,19.15,3,4,1,0
31,13,1,1113,2,3514,Life,North,1,0,6.37,3,1,1,0
24,5,2,1368,1,315,Life,South,0,1,27.94,4,9,0,1
35,13,3,1311,0,0,Auto,South,1,1,19.28,2,4,1,0
37,6,3,2322,0,0,Auto,West,0,0,26.32,1,2,1,0
31,5,2,4677,1,303,Life,West,1,0,9.88,3,8,1,0
50,9,3,2244,0,0,Life,South,0,0,24.87,3,1,1,0
31,16,1,2756,0,0,Home,North,1,0,11.35,4,8,1,0
33,2,3,4542,1,1128,Health,East,0,0,7.58,4,1,1,0
51,1,1,4167,0,0,Life,East,1,0,27.35,3,0,1,1
62,8,1,1021,0,0,Health,North,2,0,2.77,2,9,1,0
22,19,1,2025,0,0,Home,West,0,1,28.29,4,5,1,0
26,11,2,1969,0,0,Life,East,0,1,13.76,1,5,1,0
41,12,1,3175,1,2755,Auto,North,1,0,29.78,2,3,1,1
29,12,1,2013,1,726,Health,East,1,1,16.19,4,1,0,1
64,7,1,1951,1,1152,Health,North,0,0,22.72,3,9,0,0
33,13,1,3930,0,0,Auto,South,0,1,0.21,3,2,1,0
22,8,2,3507,1,976,Home,South,0,0,14.9,3,5,1,0
41,9,2,3624,1,560,Life,East,0,1,22.12,3,3,1,0
49,7,1,2253,3,2109,Life,East,0,0,23.48,3,4,1,0
64,15,2,2112,1,2176,Home,East,1,0,4.74,5,8,0,0
58,2,3,3775,2,5670,Auto,East,0,1,12.57,3,4,1,0
68,12,3,1055,1,2277,Health,South,0,0,12.57,4,9,1,0
58,1,1,4751,1,1662,Health,South,2,0,3.11,5,7,0,1
33,8,2,2549,0,0,Auto,North,0,1,13.29,4,1,0,0
58,5,1,1324,1,795,Auto,East,1,1,24.21,4,5,0,1
65,15,1,3349,1,1789,Home,South,2,0,9.01,4,5,0,0
49,1,1,3530,0,0,Health,West,0,0,12.98,3,4,0,0
68,1,3,1581,0,0,Life,North,0,0,28.83,5,5,1,0
36,10,1,3825,1,462,Auto,North,3,1,0.95,1,4,1,1
27,10,1,992,2,4126,Health,North,3,0,17.75,5,1,1,1
65,15,1,574,0,0,Health,West,0,1,22.3,4,4,1,0
41,17,3,3491,1,2133,Health,West,0,0,22.83,5,0,1,0
35,6,2,3860,0,0,Life,West,0,0,21.48,1,2,0,0
23,3,1,870,0,0,Health,South,0,0,21.79,5,6,0,0
30,13,2,828,2,2738,Auto,West,0,0,1.77,2,3,0,0
58,16,2,2290,0,0,Auto,North,1,1,16.02,4,7,1,0
41,8,2,1276,3,2181,Health,East,2,0,23.49,3,2,1,1
47,15,1,2522,3,3492,Life,North,0,1,2.82,4,6,0,0
50,17,3,4816,1,870,Health,North,1,0,0.36,4,1,1,0
22,17,1,1687,0,0,Auto,South,0,0,24.44,2,7,1,0
56,13,2,2003,1,2456,Health,North,0,0,21.37,3,2,1,0
27,17,1,3791,1,1157,Auto,South,0,1,12.37,3,5,1,0
58,6,1,3825,1,2452,Health,South,0,1,28.21,4,1,0,1
26,17,1,687,2,5744,Life,East,0,0,23.0,4,6,0,0
54,16,2,1714,1,1913,Auto,North,2,1,29.04,1,3,1,1
35,14,1,3786,0,0,Life,East,0,0,27.88,3,5,1,0
33,13,3,3946,0,0,Health,East,1,1,14.44,4,1,1,0
63,6,1,1609,0,0,Life,North,0,1,22.64,3,2,0,0
41,3,2,3021,1,2723,Life,North,0,1,20.08,5,2,1,0
45,14,3,4379,1,2545,Health,West,0,1,24.34,3,3,1,0
64,14,2,1030,1,756,Health,West,1,1,23.63,2,0,0,1
55,15,2,1570,2,2634,Auto,South,0,1,4.6,2,5,0,0
46,8,2,3636,0,0,Auto,North,1,0,7.01,3,5,1,0
50,15,1,1462,1,327,Auto,South,2,0,7.97,3,3,0,0
60,13,3,1905,0,0,Health,East,1,1,24.55,2,7,0,1
52,17,1,3637,0,0,Auto,East,0,1,24.32,1,4,0,0
68,3,2,1016,0,0,Health,West,1,0,14.86,4,9,1,0
64,6,2,3664,1,1832,Health,South,0,0,17.42,4,3,1,0
44,5,1,1991,0,0,Health,North,1,1,24.81,2,6,0,1
65,17,1,4189,0,0,Home,North,0,1,9.38,4,9,1,0
59,2,2,4728,0,0,Life,West,0,0,1.51,5,9,1,0
41,15,3,4909,1,718,Home,West,0,0,14.48,5,7,0,0
44,5,4,1090,0,0,Life,South,0,0,27.41,5,1,1,0
66,6,2,2043,1,2563,Health,West,0,0,23.71,5,0,1,0
37,6,2,3556,1,1224,Life,West,2,1,11.0,2,5,1,1
63,18,4,2706,1,1285,Auto,West,2,1,1.94,2,1,1,0
29,18,1,3839,0,0,Life,East,0,0,19.11,3,7,1,0
42,4,1,3208,0,0,Home,South,0,0,25.03,4,4,0,0
22,17,2,4529,0,0,Auto,North,0,1,19.95,5,1,0,0
29,14,3,1247,2,1638,Auto,North,0,0,12.75,2,4,1,0
50,14,3,1300,0,0,Health,South,3,0,3.7,3,1,1,0
53,13,2,1997,3,5382,Home,West,1,1,27.32,4,5,1,1
59,7,1,1879,1,1922,Auto,West,0,1,8.28,3,7,0,0
26,12,2,1179,0,0,Health,North,0,0,6.73,3,1,0,0
68,15,1,4270,0,0,Auto,East,1,1,24.48,2,5,1,1
43,19,1,3842,1,809,Health,South,1,0,29.44,5,5,0,0
68,11,3,1396,1,207,Health,West,0,0,19.8,3,0,0,0
55,15,1,2046,0,0,Health,East,0,0,18.74,3,8,1,0
22,12,3,3626,1,1199,Health,East,0,0,9.58,2,7,1,0
47,3,2,1183,0,0,Life,West,0,0,0.61,3,3,1,0
64,17,2,1795,1,333,Health,South,0,0,5.75,3,6,0,0
31,3,1,1885,3,7896,Auto,South,0,1,17.53,2,3,0,1
51,19,1,1442,0,0,Home,North,1,1,4.54,3,7,1,0
39,4,1,3780,1,1192,Home,North,0,0,26.52,1,9,1,1
38,3,4,1533,0,0,Health,South,2,0,5.64,4,1,1,0
47,16,3,3286,0,0,Auto,West,0,0,15.66,3,1,1,0
29,12,2,2733,0,0,Life,South,0,0,15.36,5,2,1,0
68,8,1,4145,1,2385,Auto,North,0,0,18.12,1,3,0,0
61,17,4,2120,1,1723,Life,North,0,1,9.82,1,5,0,0
33,7,1,4035,1,2782,Life,North,2,0,26.21,5,4,0,1
48,11,1,3705,0,0,Auto,South,0,0,13.33,2,9,1,0
29,18,2,3382,1,2903,Health,South,0,0,21.0,1,9,0,0
46,1,4,670,0,0,Life,West,2,0,19.08,2,6,0,1
67,3,1,2053,1,819,Auto,North,0,1,3.51,5,5,1,0
25,4,1,4397,0,0,Health,East,0,0,18.68,5,3,0,0
54,13,4,2095,0,0,Life,East,0,0,16.52,3,9,0,0
22,6,1,2123,0,0,Life,West,0,1,26.96,4,8,1,0
40,14,1,4622,2,5388,Life,West,0,0,26.43,3,6,1,0
52,5,2,1591,1,2220,Life,North,0,0,4.53,5,0,1,0
37,16,3,3337,3,4824,Auto,South,1,1,2.45,1,7,1,0
35,15,2,907,1,838,Health,South,2,1,8.84,5,3,0,0
69,15,4,4669,1,1856,Auto,East,0,0,29.6,2,6,1,0
26,4,2,1179,0,0,Life,North,0,0,0.65,3,1,1,0
62,8,1,736,1,1036,Health,East,0,1,20.19,2,2,0,1
47,16,4,3274,1,1785,Auto,East,0,0,18.26,4,0,1,0
49,16,2,3937,0,0,Auto,North,0,0,19.4,4,1,0,0
23,4,1,3857,0,0,Auto,West,1,0,6.55,3,4,0,0
27,13,2,3377,0,0,Home,East,1,0,6.8,4,1,1,0
30,13,1,2923,0,0,Life,West,0,0,12.92,4,5,0,0
54,2,1,3647,1,464,Health,South,1,0,2.88,4,5,0,0
62,3,1,1532,1,1416,Home,East,0,1,2.24,2,5,0,0
46,8,2,3354,1,1597,Life,North,0,0,2.65,3,2,0,0
69,15,3,3440,1,2257,Life,West,0,0,17.19,2,2,1,0
34,11,2,4201,0,0,Life,South,0,0,11.93,3,9,1,0
30,9,4,4570,0,0,Auto,South,1,1,8.81,4,6,1,0
34,7,1,3632,0,0,Life,East,0,0,9.47,4,3,1,0
52,13,1,3960,0,0,Life,South,0,0,6.22,4,5,1,0
62,2,1,2423,1,1975,Health,North,3,0,12.35,3,7,0,1
32,8,1,1133,4,1192,Auto,East,0,0,6.09,4,2,0,0
25,7,1,4603,1,2840,Life,South,0,1,20.94,3,8,0,1
55,12,3,1892,3,4839,Health,North,0,0,3.72,5,8,1,0
59,19,4,3946,1,2177,Auto,West,0,0,28.45,3,2,1,0
67,7,4,3598,0,0,Home,West,3,1,2.69,4,5,1,0
25,10,1,561,1,1863,Auto,East,0,0,28.3,4,4,1,0
59,16,3,2969,1,210,Auto,North,2,0,25.0,5,3,1,0
40,3,1,2317,1,280,Health,South,0,0,20.42,3,7,0,0
27,10,1,1132,3,6759,Life,East,0,1,27.37,3,9,1,1
55,6,3,3098,1,2620,Health,East,0,0,4.18,3,8,1,0
39,18,2,3951,0,0,Auto,South,1,0,5.29,3,8,1,0
34,18,1,1800,0,0,Health,North,0,0,7.56,4,4,0,0
62,5,2,3153,1,2140,Auto,South,2,0,7.34,5,4,1,0
44,7,1,1954,2,4292,Home,West,0,1,9.33,2,2,1,0
40,2,2,1638,1,714,Life,East,0,1,17.27,4,8,0,0
66,11,2,3692,1,420,Life,West,0,1,0.85,5,0,1,0
32,13,4,2710,1,2596,Life,East,1,1,11.47,2,2,0,0
22,5,1,4259,0,0,Health,South,0,1,7.39,3,6,0,0
45,6,1,3529,0,0,Life,North,0,0,18.2,5,6,1,0
28,14,2,1860,0,0,Home,South,0,0,29.56,5,4,0,0
46,12,2,2926,0,0,Life,West,1,0,15.53,3,5,1,0
42,4,1,4768,0,0,Health,North,1,0,12.77,1,3,1,0
36,6,2,563,1,1480,Life,North,1,0,11.05,2,7,1,0
22,10,3,1845,2,4356,Home,East,0,0,23.55,4,3,1,0
33,18,4,1474,2,3458,Auto,North,3,0,2.16,2,9,0,0
28,15,3,4661,1,587,Home,East,1,0,28.79,2,5,1,0
36,8,3,4128,2,5724,Home,North,0,1,12.54,4,4,1,0
42,9,2,2122,1,2613,Health,North,0,0,9.41,4,9,1,0
40,5,3,957,0,0,Life,East,0,0,29.22,5,5,1,0
50,10,1,3830,0,0,Life,North,0,1,28.08,2,2,1,0
46,6,1,2240,3,1164,Life,South,2,0,19.26,2,2,1,1
54,16,1,3526,1,1117,Auto,North,1,0,0.56,5,9,1,0
53,3,2,2454,0,0,Life,West,2,0,22.46,4,6,1,1
56,10,1,779,1,1123,Life,East,0,1,10.07,5,0,1,0
65,11,4,2891,0,0,Auto,East,0,1,11.65,5,0,0,0
59,11,1,1540,1,1821,Auto,South,0,0,4.76,5,0,1,0
47,17,1,1461,0,0,Auto,West,0,0,15.7,3,5,1,0
32,4,2,4345,0,0,Health,North,1,0,22.34,3,3,1,0
56,4,1,1717,0,0,Auto,South,0,0,8.19,4,5,0,0
29,17,1,3720,0,0,Health,North,1,1,28.16,4,0,1,0
67,9,1,874,0,0,Life,South,1,1,5.84,3,3,1,0
35,19,2,4630,0,0,Auto,East,1,0,1.99,4,3,0,0
31,5,2,1892,1,1596,Home,West,0,1,19.33,1,1,1,1
23,6,3,2576,2,3376,Life,East,1,0,25.48,4,0,1,0
67,3,2,1274,0,0,Health,South,3,1,28.59,1,7,1,1
30,1,2,4816,1,475,Health,North,2,1,23.02,3,5,0,1
24,16,1,3924,0,0,Life,West,1,0,5.99,5,3,1,0
42,11,1,2623,0,0,Home,North,1,1,29.33,1,1,0,1
47,13,3,4093,1,2727,Life,East,0,0,27.58,3,4,1,0
29,10,1,779,2,5872,Auto,North,1,0,4.9,2,8,0,0
69,3,1,3311,0,0,Auto,South,1,1,16.76,5,6,1,0
23,9,3,2842,0,0,Health,West,1,0,16.67,5,3,0,0
27,12,2,1974,0,0,Life,West,1,0,13.28,5,4,1,0
49,14,1,2357,0,0,Life,West,0,1,29.53,5,7,1,0
50,1,1,3389,0,0,Life,South,0,1,1.79,4,4,1,0
47,18,4,1559,0,0,Life,North,0,0,18.82,2,5,0,0
46,17,3,2422,0,0,Health,West,0,0,6.16,3,9,0,0
33,9,2,4299,0,0,Auto,East,0,0,15.82,3,5,1,0
26,9,2,2973,3,2568,Health,East,0,0,23.39,4,7,0,0
55,10,2,4639,1,1306,Auto,East,0,1,7.4,4,4,0,0
69,19,4,2351,0,0,Health,East,1,0,11.8,2,0,1,0
58,15,4,4041,0,0,Auto,East,0,0,28.52,2,3,1,0
36,5,1,1094,2,1882,Home,South,0,0,22.84,3,2,0,0
65,15,3,1006,0,0,Life,North,0,0,17.18,2,1,1,0
57,2,1,520,0,0,Home,South,0,1,6.66,4,6,1,0
36,13,1,1899,0,0,Auto,East,0,0,12.76,4,6,0,0
64,16,2,3701,0,0,Auto,East,0,0,23.22,4,7,1,0
69,15,2,2961,0,0,Auto,West,2,1,24.62,1,9,0,1
44,10,4,4178,1,881,Health,West,0,0,7.34,5,4,0,0
27,14,1,836,0,0,Life,North,1,0,19.86,1,0,0,1
67,10,2,2167,0,0,Life,North,2,0,2.85,3,5,0,0
65,14,4,4076,0,0,Health,North,3,0,0.7,4,5,1,0
64,9,4,1409,1,800,Home,South,0,0,16.46,1,7,0,0
66,14,1,775,4,8268,Auto,West,0,0,6.73,1,9,1,0
42,3,1,1391,1,1399,Health,North,0,0,2.37,1,1,1,0
44,16,2,512,2,1364,Auto,West,0,1,21.89,4,8,1,0
64,2,1,4557,4,8840,Auto,West,0,0,14.94,5,5,1,0
37,10,4,3525,2,2684,Life,West,1,1,23.89,4,0,1,0
68,3,4,1473,2,736,Life,West,0,1,19.92,4,8,0,0
36,11,1,4770,0,0,Life,West,0,0,21.89,3,7,1,0
46,11,1,4470,2,4788,Home,West,0,0,9.22,1,9,1,0
57,13,1,1908,0,0,Auto,South,3,0,7.9,1,0,0,1
32,7,4,2443,3,1077,Life,East,1,0,18.03,5,7,1,0
36,17,1,2788,0,0,Life,West,0,1,6.0,2,6,1,0
25,2,2,1046,0,0,Auto,South,0,0,24.46,5,4,0,0
42,12,2,1718,0,0,Home,North,0,1,15.69,2,5,1,0
34,10,2,1920,1,1063,Auto,South,1,1,6.81,4,3,0,0
43,18,1,1954,1,1241,Auto,South,1,0,18.76,5,8,0,0
40,11,1,3877,2,678,Life,South,1,0,28.35,3,8,1,0
55,16,4,3272,1,1338,Health,West,0,0,2.46,4,9,1,0
35,17,4,4598,0,0,Life,North,1,1,3.28,3,0,0,0
25,19,3,3238,0,0,Auto,South,1,1,25.32,3,8,1,0
69,18,1,4247,0,0,Health,North,3,0,3.29,2,2,1,0
67,3,1,2342,1,2686,Auto,South,0,0,1.18,5,1,1,0
48,16,2,1246,0,0,Health,West,0,0,10.44,3,3,0,0
50,6,1,3316,0,0,Auto,South,0,1,14.0,3,3,1,0
68,12,4,1371,2,1170,Health,South,0,1,17.08,5,8,1,0
49,11,2,994,1,720,Health,North,1,0,15.22,3,3,1,0
56,15,1,3944,1,1476,Auto,North,1,0,27.4,3,4,1,0
29,15,4,1575,1,2867,Life,North,0,0,23.06,5,5,1,0
37,16,4,4494,2,2642,Home,East,0,0,29.51,3,3,0,0
63,10,1,4737,0,0,Health,North,0,1,14.29,3,0,1,0
57,12,2,545,2,4066,Health,South,2,0,2.53,5,1,0,0
51,13,1,3556,0,0,Auto,East,0,1,28.67,3,2,0,1
39,4,1,2557,0,0,Home,North,0,0,0.12,2,3,0,0
23,7,1,1163,2,612,Health,West,0,0,23.28,3,4,1,0
34,2,2,2529,1,1699,Home,North,0,0,0.94,4,9,0,0
25,15,4,3196,2,3354,Life,West,1,1,22.84,1,9,0,1
47,8,2,1139,2,2206,Life,East,2,1,28.14,3,2,0,1
46,7,1,3163,1,1831,Health,West,0,0,11.68,3,0,0,0
51,15,2,3245,1,2791,Health,East,1,0,7.23,2,7,1,0
32,14,1,4902,0,0,Health,West,0,0,6.79,4,7,1,0
28,8,3,3095,0,0,Health,North,3,0,14.75,3,3,0,1
52,12,2,3927,0,0,Health,East,0,1,5.13,4,6,0,0
65,13,1,894,1,223,Auto,South,0,0,20.19,3,3,1,0
31,11,1,4097,0,0,Health,South,0,0,11.05,2,2,1,0
60,17,3,2832,1,1944,Home,South,0,1,9.69,3,6,1,0
34,17,1,829,3,6717,Auto,North,0,0,13.84,2,5,0,0
52,4,3,2597,2,638,Life,South,1,0,16.28,1,0,1,1
28,8,1,1272,0,0,Life,East,1,0,4.26,4,8,1,0
63,5,1,2145,0,0,Health,South,0,1,21.23,4,1,1,0
63,16,2,2232,0,0,Auto,East,1,0,26.49,2,2,0,0
57,4,4,4973,3,3645,Life,South,0,0,8.34,4,4,0,0
41,15,4,2287,0,0,Life,West,1,1,5.41,5,2,1,0
25,12,1,2123,0,0,Home,East,0,0,22.82,1,2,0,0
28,5,1,1499,1,1943,Auto,South,1,1,5.51,3,7,0,1
22,16,1,2348,0,0,Life,South,0,1,1.24,4,3,1,0
65,14,2,2061,2,4284,Life,South,0,1,18.58,1,9,1,0
66,10,2,1273,2,3292,Home,East,0,1,7.19,4,1,1,0
63,7,4,2303,1,1284,Home,East,0,0,5.15,5,4,1,0
68,13,4,1598,3,5772,Life,South,1,0,29.45,1,1,1,1
34,5,1,2550,0,0,Health,West,0,1,8.76,5,9,1,0
43,3,2,2098,0,0,Auto,East,0,0,27.1,3,7,1,0
42,15,3,1247,1,385,Auto,East,0,0,5.35,2,2,1,0
43,4,3,4473,0,0,Auto,West,0,1,24.57,3,1,1,0
49,15,1,2822,0,0,Health,North,1,0,15.06,1,2,0,0
30,14,1,2053,0,0,Home,West,0,0,2.36,3,2,1,0
47,19,2,2115,0,0,Health,South,1,1,22.01,1,0,0,1
30,13,1,4254,1,1564,Life,East,0,1,26.76,4,2,1,0
36,10,1,4924,0,0,Auto,East,2,1,4.89,3,2,0,1
31,5,1,2802,2,4686,Health,East,3,1,21.77,3,3,1,1
45,6,2,4721,0,0,Home,East,1,1,13.35,2,7,0,1
63,4,1,4155,1,1681,Life,North,2,1,22.62,3,8,1,1
29,2,1,3895,1,2624,Auto,East,0,0,21.42,2,0,0,1
45,16,1,716,0,0,Life,East,2,1,0.8,4,0,1,0
37,18,3,3816,1,1296,Auto,North,1,0,5.36,2,5,1,0
47,5,3,1859,1,411,Life,South,3,0,14.13,4,0,0,1
48,4,2,4274,1,923,Auto,South,1,0,28.01,3,4,0,1
58,13,2,4777,1,2578,Auto,North,1,0,10.26,4,0,1,0
25,19,4,4929,0,0,Health,South,0,0,18.87,3,7,1,0
45,2,1,4978,3,2850,Life,South,0,0,0.36,3,4,0,0
40,13,1,2396,0,0,Health,West,0,0,21.33,4,5,0,0
57,11,1,4927,0,0,Auto,West,2,0,18.09,3,3,1,0
60,4,1,1399,0,0,Health,West,0,0,21.46,5,7,0,0
31,15,1,1141,0,0,Life,North,0,1,27.14,4,8,1,0
46,4,4,4127,1,885,Life,East,0,1,4.39,3,8,1,0
39,9,2,695,1,2868,Home,North,0,1,7.85,5,0,0,0
40,7,2,2393,3,5814,Health,North,2,0,29.87,5,6,1,1
57,19,4,3775,1,1920,Life,North,2,1,4.69,3,3,1,0
31,19,1,4550,0,0,Auto,North,0,0,21.62,1,9,1,0
54,6,1,2804,0,0,Auto,West,0,0,21.75,4,7,1,0
26,6,2,4100,1,1482,Life,North,0,1,20.49,3,6,1,0
68,15,2,3843,2,4114,Home,West,0,1,6.82,3,0,1,0
56,15,1,2556,1,2965,Auto,East,0,1,6.45,4,0,1,0
65,9,2,3308,0,0,Health,South,0,1,19.99,4,0,0,0
55,4,2,1724,1,2762,Health,West,0,0,5.59,4,1,0,0
54,18,2,1386,1,2646,Home,North,0,1,19.85,4,9,1,0
42,18,2,892,0,0,Life,East,1,1,14.78,2,1,1,0
38,5,1,2175,1,2809,Life,North,0,1,11.6,2,8,0,0
43,11,1,3690,0,0,Life,East,0,1,9.01,4,4,1,0
69,5,2,2946,0,0,Auto,South,0,0,28.43,3,0,1,0
58,4,1,4405,0,0,Health,East,3,0,15.24,4,6,0,1
36,12,4,3838,1,1611,Auto,East,0,0,16.84,2,9,0,0
56,2,2,4091,1,2007,Life,South,0,0,28.48,2,1,0,1
49,13,1,4266,0,0,Auto,South,0,0,19.62,4,2,1,0
28,10,3,3027,0,0,Auto,East,2,0,28.74,3,3,1,1
53,9,2,2681,2,2526,Health,North,1,1,3.19,3,2,0,0
32,10,1,4264,0,0,Auto,West,1,1,25.4,3,2,1,1
31,7,3,854,1,2457,Health,North,0,1,10.06,1,8,1,0
30,4,3,3131,1,2519,Auto,West,1,0,24.31,1,3,1,1
35,19,2,2021,1,798,Life,South,1,0,25.67,1,7,0,1
34,10,1,3172,1,1283,Health,North,0,1,8.14,4,0,1,0
46,3,2,3678,1,2502,Home,South,2,0,12.26,5,5,0,1
23,19,3,2837,3,8952,Home,East,0,1,21.78,3,0,0,0
56,2,1,1128,0,0,Life,East,0,1,2.97,1,4,0,0
28,10,1,3179,2,5564,Health,North,2,0,22.67,4,6,0,1
42,2,3,4922,0,0,Life,South,1,1,3.31,5,0,1,0
39,2,1,1938,0,0,Home,North,0,0,27.43,2,8,1,0
24,17,3,1921,2,432,Health,North,0,1,8.29,3,8,1,0
63,16,2,1626,0,0,Health,West,2,0,17.27,2,5,0,1
60,16,2,3183,1,1077,Life,East,0,0,3.51,2,1,1,0
62,14,1,2280,1,2432,Home,North,0,1,8.08,4,1,1,0
32,7,3,2031,1,1646,Health,East,0,1,12.12,5,8,0,0
60,11,1,2414,1,1665,Life,West,2,1,14.61,4,3,0,1
45,1,2,1732,1,1878,Health,South,2,0,0.0,5,5,1,0
67,11,2,2456,3,5229,Life,North,0,1,26.66,3,9,0,1
40,4,2,892,1,279,Auto,East,0,1,0.23,5,1,1,0
25,7,4,1325,2,5098,Home,North,0,1,23.21,2,3,1,0
47,15,2,3463,1,1471,Home,South,0,1,14.12,2,1,0,0
59,18,1,2895,0,0,Health,North,1,1,15.72,4,2,1,0
63,12,4,4645,0,0,Auto,North,0,1,6.25,3,1,0,0
53,17,2,2292,0,0,Health,East,0,0,18.22,3,7,0,0
60,1,1,3564,3,3684,Life,South,1,0,16.12,4,4,0,1
66,11,1,1863,1,1765,Home,West,0,0,4.93,3,4,1,0
67,1,3,2848,0,0,Health,South,0,1,7.14,4,7,0,0
57,15,1,4051,2,3826,Health,South,0,1,2.01,3,7,1,0
61,10,2,4128,2,2418,Home,West,1,1,1.99,4,6,0,0
58,7,2,3836,0,0,Life,North,0,0,0.41,3,4,0,0
54,2,1,2065,1,2388,Auto,East,0,0,6.61,3,6,0,0
57,10,2,4167,1,682,Home,North,0,0,20.39,1,0,1,0
24,4,1,2713,0,0,Health,North,3,0,9.49,4,2,1,1
30,12,2,4596,1,1785,Life,West,0,0,10.28,4,2,1,0
29,19,2,1519,1,1781,Health,West,3,1,3.96,2,1,0,1
54,11,2,1784,0,0,Life,North,1,0,17.26,2,5,0,0
27,8,2,562,1,1305,Health,South,1,0,10.26,3,2,1,0
62,18,3,3030,2,2614,Auto,East,0,0,20.29,4,3,0,0
60,11,3,3892,1,374,Health,South,0,1,22.24,3,2,0,0
25,11,1,3772,0,0,Health,North,0,1,17.54,3,6,0,0
34,13,1,2769,0,0,Health,North,0,0,8.28,4,3,1,0
23,3,2,4747,0,0,Health,East,3,1,15.26,5,4,1,1
26,12,4,1143,1,2716,Home,South,0,0,7.56,1,6,0,0
65,3,3,716,1,2086,Health,North,0,0,27.09,3,3,1,0
48,10,3,695,2,5782,Auto,North,0,0,22.99,4,5,1,0
53,17,1,4364,0,0,Health,West,1,0,14.79,4,8,0,0
42,2,2,3773,2,2308,Health,East,0,1,28.96,1,5,0,1
29,17,2,3194,1,1795,Life,West,0,1,16.4,2,4,1,0
59,16,1,3712,1,2488,Health,West,0,1,9.86,1,0,1,0
29,2,1,3255,1,2949,Auto,West,1,0,2.86,4,7,0,0
24,6,4,2021,2,1078,Life,North,0,0,16.31,4,4,1,0
65,10,1,1580,0,0,Home,South,0,0,25.81,2,4,1,0
24,10,1,1221,3,5082,Health,West,0,0,26.0,3,2,1,0
43,8,1,2062,1,2710,Home,South,3,0,18.14,3,9,0,1
27,1,4,1139,1,2048,Life,North,0,0,11.8,5,1,0,0
23,13,2,4760,1,214,Health,West,1,1,19.51,2,0,1,0
44,9,2,4810,0,0,Life,North,1,1,22.86,3,8,1,0
65,10,4,4287,1,407,Life,West,0,0,12.35,4,4,0,0
23,15,1,4236,0,0,Home,West,0,0,14.29,5,9,1,0
59,5,2,589,1,2612,Life,North,0,0,20.42,4,3,1,0
38,16,1,3421,0,0,Health,East,0,0,26.3,3,6,1,0
56,13,1,1751,0,0,Life,East,0,0,23.73,5,3,0,0
55,18,3,1602,1,596,Health,South,0,0,0.67,4,1,1,0
